#particle, x, y, area, density
1682, 696, 534, 30, 159.43
1683, 787, 534, 10, 156.30
1684, 1230, 534, 46, 139.46
1685, 816, 535, 15, 155.33
1686, 941, 535, 95, 144.40
1687, 534, 536, 20, 158.45
1688, 1176, 536, 27, 153.37
1689, 1204, 536, 30, 152.67
1690, 254, 537, 35, 160.00
1691, 390, 537, 69, 154.42
1692, 1013, 537, 10, 147.40
1693, 153, 538, 15, 152.13
1694, 503, 538, 13, 146.15
1695, 771, 538, 20, 150.20
1696, 862, 538, 27, 144.63
1697, 571, 539, 4, 160.50
1698, 618, 539, 10, 157.50
1699, 648, 539, 81, 152.27
1700, 660, 539, 4, 162.00
1701, 1123, 539, 41, 163.59
1702, 56, 540, 37, 149.70
1703, 203, 540, 8, 155.25
1704, 245, 540, 31, 155.81
1705, 303, 540, 4, 143.75
1706, 545, 540, 35, 149.49
1707, 602, 540, 40, 158.30
1708, 732, 540, 12, 162.67
1709, 1089, 540, 23, 165.91
1710, 523, 541, 67, 144.45
1711, 192, 542, 24, 152.88
1712, 280, 542, 11, 159.91
1713, 817, 542, 41, 139.39
1714, 1017, 542, 20, 143.00
1715, 306, 543, 51, 134.98
1716, 889, 543, 4, 149.75
1717, 915, 543, 15, 157.87
1718, 1145, 543, 16, 170.94
1719, 1171, 543, 57, 144.40
1720, 1274, 543, 12, 153.33
1721, 765, 544, 25, 149.80
1722, 850, 544, 4, 138.00
1723, 1096, 544, 84, 164.39
1724, 786, 545, 40, 147.62
1725, 1080, 545, 92, 159.33
1726, 1221, 545, 10, 150.00
1727, 92, 546, 41, 152.88
1728, 235, 546, 27, 156.22
1729, 320, 546, 13, 146.54
1730, 617, 546, 10, 156.40
1731, 326, 547, 17, 150.47
1732, 535, 547, 21, 162.10
1733, 824, 547, 14, 155.64
1734, 1164, 547, 18, 161.39
1735, 173, 548, 51, 142.96
1736, 886, 548, 17, 153.88
1737, 949, 548, 36, 161.81
1738, 164, 549, 79, 141.22
1739, 567, 549, 4, 155.00
1740, 675, 549, 51, 158.69
1741, 122, 550, 23, 157.00
1742, 242, 550, 24, 155.92
1743, 561, 551, 22, 158.41
1744, 689, 551, 9, 168.44
1745, 852, 552, 57, 147.30
1746, 991, 552, 35, 141.49
1747, 1229, 552, 23, 152.87
1748, 467, 553, 15, 155.93
1749, 552, 553, 96, 160.81
1750, 649, 553, 18, 156.67
1751, 896, 553, 10, 159.10
1752, 1032, 553, 13, 156.08
1753, 1167, 553, 34, 153.18
1754, 1180, 553, 12, 146.00
1755, 533, 554, 59, 152.93
1756, 311, 555, 27, 145.96
1757, 211, 556, 4, 151.50
1758, 1099, 556, 29, 168.34
1759, 692, 557, 53, 153.45
1760, 840, 557, 34, 144.50
1761, 959, 557, 4, 144.25
1762, 1091, 557, 30, 163.90
1763, 217, 558, 4, 151.00
1764, 369, 558, 58, 149.36
1765, 386, 559, 38, 152.39
1766, 562, 559, 29, 157.21
1767, 782, 559, 67, 145.31
1768, 78, 560, 21, 154.86
1769, 540, 560, 20, 160.70
1770, 946, 560, 27, 153.22
1771, 1233, 560, 20, 156.80
1772, 252, 561, 11, 162.09
1773, 307, 561, 42, 147.07
1774, 592, 561, 9, 160.11
1775, 1007, 561, 4, 145.25
1776, 10, 562, 32, 154.88
1777, 399, 562, 15, 153.87
1778, 616, 562, 13, 156.92
1779, 1248, 562, 9, 156.78
1780, 324, 564, 9, 148.33
1781, 466, 564, 14, 151.57
1782, 699, 564, 4, 167.25
1783, 992, 564, 25, 147.24
1784, 404, 565, 4, 146.25
1785, 779, 565, 31, 152.52
1786, 184, 566, 52, 151.33
1787, 681, 566, 63, 159.52
1788, 977, 566, 4, 145.00
1789, 984, 566, 4, 142.50
1790, 1035, 566, 25, 154.92
1791, 1224, 566, 89, 148.19
1792, 27, 567, 47, 153.89
1793, 111, 567, 4, 157.00
1794, 389, 567, 33, 148.85
1795, 607, 567, 39, 153.44
1796, 999, 567, 13, 147.15
1797, 1008, 567, 46, 143.67
1798, 1024, 567, 4, 144.00
1799, 1030, 567, 4, 145.75
1800, 743, 568, 71, 143.13
1801, 962, 568, 15, 144.27
1802, 261, 569, 10, 158.70
1803, 327, 569, 58, 138.78
1804, 597, 569, 96, 155.44
1805, 847, 569, 48, 151.08
1806, 888, 569, 45, 153.33
1807, 832, 570, 96, 147.50
1808, 861, 570, 40, 153.50
1809, 193, 571, 32, 153.22
1810, 791, 571, 46, 143.48
1811, 1017, 571, 53, 139.87
1812, 1175, 571, 23, 159.70
1813, 120, 572, 13, 158.38
1814, 179, 572, 4, 150.50
1815, 378, 572, 20, 151.05
1816, 771, 572, 42, 155.05
1817, 1049, 572, 64, 154.03
1818, 1072, 572, 44, 142.45
1819, 419, 573, 32, 151.75
1820, 74, 574, 66, 145.27
1821, 302, 574, 17, 146.41
1822, 944, 574, 19, 148.58
1823, 977, 574, 19, 146.16
1824, 50, 575, 31, 147.94
1825, 103, 575, 4, 153.50
1826, 586, 575, 12, 157.33
1827, 964, 575, 82, 144.07
1828, 84, 576, 63, 155.21
1829, 254, 576, 27, 159.41
1830, 389, 576, 41, 154.34
1831, 611, 576, 8, 160.50
1832, 786, 576, 29, 147.76
1833, 1194, 576, 4, 150.00
1834, 617, 577, 4, 158.75
1835, 737, 577, 52, 142.37
1836, 335, 578, 17, 144.41
1837, 555, 578, 19, 162.32
1838, 951, 578, 4, 142.00
1839, 110, 579, 68, 153.00
1840, 532, 579, 31, 158.48
1841, 623, 579, 25, 156.32
1842, 824, 579, 14, 151.50
1843, 901, 579, 4, 155.25
1844, 905, 579, 4, 151.75
1845, 778, 580, 64, 139.00
1846, 799, 580, 32, 142.88
1847, 1052, 580, 46, 145.13
1848, 179, 581, 44, 147.75
1849, 884, 581, 19, 156.16
1850, 1028, 581, 9, 152.78
1851, 1035, 581, 26, 144.27
1852, 327, 582, 4, 141.00
1853, 914, 582, 22, 152.55
1854, 464, 583, 13, 154.62
1855, 668, 583, 21, 155.62
1856, 890, 583, 4, 155.50
1857, 1103, 583, 43, 170.67
1858, 211, 584, 37, 152.00
1859, 403, 584, 65, 153.12
1860, 507, 584, 30, 151.90
1861, 807, 584, 20, 151.30
1862, 1074, 584, 4, 142.75
1863, 1224, 584, 15, 150.27
1864, 1335, 585, 4, 183.25
1865, 1340, 585, 16, 186.56
1866, 52, 586, 65, 146.52
1867, 390, 586, 13, 152.92
1868, 354, 587, 35, 150.34
1869, 529, 587, 10, 161.90
1870, 632, 587, 20, 153.55
1871, 790, 587, 57, 152.09
1872, 813, 587, 97, 136.61
1873, 822, 587, 4, 140.50
1874, 890, 587, 49, 153.57
1875, 88, 589, 15, 155.73
1876, 693, 589, 15, 159.13
1877, 729, 589, 26, 149.81
1878, 605, 590, 65, 143.15
1879, 129, 591, 4, 154.00
1880, 392, 591, 35, 154.14
1881, 966, 591, 22, 144.77
1882, 10, 593, 4, 163.00
1883, 330, 593, 4, 150.50
1884, 479, 593, 9, 158.89
1885, 638, 593, 23, 153.78
1886, 1007, 593, 11, 151.91
1887, 1023, 593, 54, 144.74
1888, 630, 594, 10, 151.30
1889, 1000, 594, 27, 148.07
1890, 1101, 594, 21, 161.24
1891, 1158, 594, 53, 149.42
1892, 84, 595, 15, 154.00
1893, 354, 595, 41, 148.73
1894, 44, 596, 34, 154.06
1895, 408, 596, 23, 156.39
1896, 440, 596, 21, 160.14
1897, 100, 597, 13, 150.54
1898, 279, 597, 20, 151.25
1899, 846, 597, 23, 154.43
1900, 1014, 597, 63, 129.03
1901, 974, 598, 17, 146.71
1902, 540, 599, 4, 161.00
1903, 1246, 599, 15, 152.60
1904, 286, 600, 78, 153.05
1905, 390, 600, 13, 158.46
1906, 1131, 600, 4, 158.25
1907, 1141, 600, 49, 156.20
1908, 48, 601, 22, 153.91
1909, 226, 601, 10, 155.40
1910, 68, 602, 29, 143.52
1911, 103, 602, 28, 146.29
1912, 303, 602, 10, 159.20
1913, 373, 602, 22, 154.18
1914, 447, 602, 44, 159.30
1915, 493, 602, 23, 157.48
1916, 651, 602, 12, 149.08
1917, 711, 602, 20, 150.85
1918, 796, 602, 25, 156.12
1919, 829, 602, 67, 141.84
1920, 15, 603, 36, 165.31
1921, 401, 603, 13, 156.85
1922, 536, 603, 12, 160.00
1923, 617, 603, 32, 144.84
1924, 38, 604, 71, 146.89
1925, 623, 604, 15, 144.60
1926, 789, 604, 17, 161.06
1927, 1128, 605, 40, 166.55
1928, 173, 606, 38, 152.24
1929, 379, 606, 10, 153.00
1930, 639, 606, 30, 146.90
1931, 704, 607, 56, 152.77
1932, 1189, 607, 12, 164.17
1933, 166, 608, 26, 157.88
1934, 215, 608, 78, 149.99
1935, 570, 608, 53, 145.79
1936, 91, 609, 78, 149.01
1937, 278, 609, 97, 155.77
1938, 79, 611, 13, 155.23
1939, 397, 611, 33, 154.85
1940, 655, 611, 74, 151.54
1941, 959, 611, 12, 139.17
1942, 1327, 611, 4, 182.50
1943, 70, 613, 15, 153.40
1944, 269, 613, 4, 150.25
1945, 630, 613, 15, 144.87
1946, 773, 613, 33, 151.97
1947, 1058, 613, 67, 157.36
1948, 1194, 613, 4, 159.00
1949, 31, 614, 47, 154.89
1950, 49, 614, 17, 152.24
1951, 313, 614, 17, 160.59
1952, 483, 614, 6, 158.33
1953, 820, 614, 48, 148.12
1954, 1230, 614, 14, 152.93
1955, 64, 615, 24, 150.21
1956, 97, 615, 10, 156.30
1957, 564, 615, 11, 155.55
1958, 1204, 615, 95, 150.99
1959, 14, 616, 24, 165.46
1960, 861, 616, 4, 153.25
1961, 1128, 616, 44, 151.55
1962, 141, 617, 48, 150.19
1963, 534, 617, 89, 158.71
1964, 670, 617, 4, 147.00
1965, 1075, 617, 65, 132.35
1966, 665, 618, 28, 147.25
1967, 826, 618, 10, 153.40
1968, 70, 619, 4, 150.75
1969, 92, 619, 32, 150.72
1970, 173, 619, 12, 161.58
1971, 190, 619, 4, 149.50
1972, 368, 619, 10, 156.80
1973, 394, 619, 95, 155.31
1974, 702, 619, 13, 156.85
1975, 735, 619, 26, 149.27
1976, 296, 620, 57, 157.40
1977, 979, 620, 12, 149.25
1978, 1193, 620, 45, 145.78
1979, 1222, 620, 31, 146.06
1980, 1264, 620, 65, 152.26
1981, 221, 621, 23, 152.17
1982, 346, 621, 20, 159.60
1983, 420, 621, 4, 155.50
1984, 447, 621, 12, 159.92
1985, 1114, 621, 82, 154.02
1986, 1155, 621, 28, 157.32
1987, 101, 622, 67, 139.91
1988, 265, 622, 22, 149.55
1989, 409, 622, 4, 156.50
1990, 440, 622, 24, 158.17
1991, 1319, 622, 12, 186.83
1992, 302, 623, 23, 158.35
1993, 574, 623, 4, 142.50
1994, 956, 623, 83, 146.43
1995, 1062, 623, 71, 144.96
1996, 24, 624, 4, 165.75
1997, 233, 624, 34, 158.38
1998, 248, 624, 4, 158.75
1999, 491, 624, 14, 155.43
2000, 654, 624, 4, 146.75
2001, 976, 624, 30, 146.90
2002, 1217, 625, 50, 150.16
2003, 173, 626, 13, 151.69
2004, 184, 626, 28, 156.96
2005, 207, 626, 11, 154.73
2006, 410, 626, 59, 156.63
2007, 1096, 626, 12, 158.58
2008, 392, 627, 59, 155.15
2009, 662, 627, 4, 148.75
2010, 764, 627, 23, 153.57
2011, 1323, 627, 35, 179.09
2012, 49, 628, 23, 156.78
2013, 151, 628, 13, 158.23
2014, 370, 628, 10, 155.80
2015, 1243, 628, 46, 148.04
2016, 1277, 628, 91, 151.78
2017, 90, 629, 10, 152.00
2018, 609, 629, 23, 132.30
2019, 614, 629, 10, 132.00
2020, 1086, 629, 4, 147.75
2021, 377, 630, 18, 159.06
2022, 484, 630, 27, 154.26
2023, 1002, 630, 4, 140.50
2024, 1122, 630, 36, 160.22
2025, 134, 631, 27, 147.07
2026, 353, 631, 12, 158.33
2027, 927, 631, 67, 157.03
2028, 1060, 631, 28, 150.96
2029, 1250, 631, 12, 152.67
2030, 214, 632, 32, 149.19
2031, 1201, 632, 41, 161.46
2032, 100, 633, 14, 146.29
2033, 441, 634, 9, 157.22
2034, 848, 634, 10, 160.60
2035, 1220, 634, 23, 155.70
2036, 10, 635, 28, 164.86
2037, 83, 635, 10, 151.10
2038, 343, 635, 90, 150.53
2039, 611, 635, 10, 126.90
2040, 149, 636, 10, 156.70
2041, 94, 637, 34, 138.82
2042, 541, 637, 38, 153.05
2043, 604, 637, 15, 129.13
2044, 804, 638, 19, 159.16
2045, 969, 638, 44, 147.45
2046, 249, 639, 10, 159.70
2047, 405, 639, 19, 159.74
2048, 812, 639, 4, 154.75
2049, 999, 639, 15, 155.80
2050, 1144, 639, 14, 168.00
2051, 192, 640, 29, 150.45
2052, 292, 640, 94, 145.90
2053, 1213, 640, 4, 150.50
2054, 144, 641, 50, 144.22
2055, 158, 641, 4, 155.75
2056, 313, 641, 15, 160.20
2057, 1098, 641, 4, 155.25
2058, 234, 642, 17, 161.24
2059, 1150, 642, 10, 169.10
2060, 707, 643, 4, 159.25
2061, 922, 643, 72, 151.97
2062, 97, 644, 100, 142.09
2063, 245, 644, 43, 158.56
2064, 602, 644, 4, 125.25
2065, 725, 644, 15, 162.60
2066, 1093, 644, 4, 153.00
2067, 1245, 644, 4, 152.75
2068, 65, 645, 52, 156.02
2069, 637, 645, 15, 142.67
2070, 301, 647, 29, 157.24
2071, 664, 647, 30, 143.13
2072, 967, 647, 10, 174.30
2073, 359, 648, 26, 158.85
2074, 512, 648, 19, 154.74
2075, 1214, 648, 56, 151.95
2076, 188, 649, 4, 155.00
2077, 333, 649, 8, 156.62
2078, 227, 650, 4, 151.75
2079, 231, 650, 4, 150.00
2080, 323, 650, 9, 161.00
2081, 597, 650, 29, 128.24
2082, 831, 650, 20, 153.70
2083, 8, 651, 69, 155.28
2084, 34, 651, 13, 159.92
2085, 139, 651, 15, 152.67
2086, 938, 651, 64, 157.22
2087, 216, 652, 30, 147.63
2088, 731, 652, 71, 151.54
2089, 21, 654, 16, 153.62
2090, 610, 655, 21, 130.19
2091, 657, 655, 13, 146.31
2092, 800, 655, 9, 154.78
2093, 836, 655, 20, 150.75
2094, 1176, 655, 10, 166.20
2095, 150, 656, 6, 157.33
2096, 790, 656, 12, 153.83
2097, 846, 656, 44, 151.23
2098, 1112, 656, 24, 158.38
2099, 138, 657, 4, 148.50
2100, 192, 657, 28, 157.39
2101, 319, 657, 10, 156.00
2102, 344, 657, 10, 158.70
2103, 560, 657, 34, 146.88
2104, 892, 657, 38, 154.34
2105, 1002, 657, 29, 152.83
2106, 1169, 657, 29, 158.52
2107, 453, 658, 13, 162.31
2108, 598, 658, 12, 130.58
2109, 690, 658, 25, 160.00
2110, 943, 659, 18, 164.00
2111, 1257, 659, 10, 158.90
2112, 165, 660, 39, 154.21
2113, 660, 661, 19, 154.26
2114, 701, 663, 24, 168.88
2115, 784, 663, 15, 152.93
2116, 1013, 663, 12, 157.25
2117, 1042, 663, 28, 140.07
2118, 322, 664, 17, 158.94
2119, 145, 665, 34, 151.53
2120, 156, 666, 19, 160.16
2121, 188, 666, 61, 150.00
2122, 372, 666, 19, 156.68
2123, 389, 666, 13, 162.54
2124, 610, 666, 52, 129.92
2125, 941, 666, 33, 166.03
2126, 47, 667, 10, 153.30
2127, 5, 668, 10, 155.40
2128, 42, 668, 4, 149.50
2129, 172, 668, 20, 160.50
2130, 731, 668, 49, 159.33
2131, 241, 669, 39, 148.74
2132, 1132, 669, 21, 153.62
2133, 1262, 669, 4, 147.50
2134, 28, 670, 15, 152.60
2135, 149, 670, 14, 154.93
2136, 275, 670, 83, 147.33
2137, 620, 670, 44, 130.36
2138, 666, 670, 4, 156.00
2139, 290, 671, 10, 153.90
2140, 400, 671, 13, 160.08
2141, 231, 672, 4, 148.25
2142, 255, 672, 17, 151.59
2143, 570, 672, 10, 139.50
2144, 517, 673, 19, 153.53
2145, 49, 674, 33, 152.03
2146, 405, 674, 8, 161.62
2147, 1117, 674, 4, 144.50
2148, 4, 675, 14, 156.57
2149, 714, 675, 45, 153.87
2150, 946, 675, 4, 154.50
2151, 168, 676, 4, 158.50
2152, 371, 676, 15, 154.80
2153, 606, 676, 8, 137.88
2154, 1000, 676, 49, 158.47
2155, 125, 677, 20, 148.80
2156, 895, 677, 61, 151.00
2157, 978, 677, 4, 165.75
2158, 1123, 677, 35, 143.34
2159, 109, 678, 17, 157.65
2160, 156, 678, 46, 157.76
2161, 943, 678, 47, 157.47
2162, 1034, 678, 28, 151.82
2163, 20, 679, 28, 161.11
2164, 281, 679, 40, 157.28
2165, 308, 679, 22, 159.00
2166, 250, 680, 35, 144.66
2167, 413, 680, 52, 161.13
2168, 722, 680, 11, 163.00
2169, 59, 681, 47, 155.89
2170, 778, 681, 27, 145.67
2171, 1092, 681, 10, 157.60
2172, 864, 682, 12, 155.75
2173, 1114, 682, 41, 152.41
2174, 474, 683, 12, 179.25
2175, 262, 684, 89, 149.93
2176, 567, 684, 33, 144.30
2177, 704, 684, 88, 147.72
2178, 1024, 684, 12, 149.33
2179, 1215, 684, 4, 155.50
2180, 1265, 684, 31, 157.39
2181, 304, 685, 25, 157.04
2182, 327, 685, 10, 156.00
2183, 276, 686, 66, 146.00
2184, 725, 686, 28, 163.64
2185, 880, 686, 82, 152.84
2186, 1006, 686, 35, 156.60
2187, 542, 687, 64, 148.00
2188, 590, 687, 4, 149.00
2189, 932, 687, 10, 166.30
2190, 162, 689, 28, 152.11
2191, 580, 689, 37, 144.62
2192, 943, 689, 17, 163.29
2193, 22, 690, 9, 158.56
2194, 54, 690, 11, 154.36
2195, 97, 690, 55, 152.98
2196, 609, 690, 10, 152.60
2197, 828, 690, 29, 143.38
2198, 298, 691, 35, 156.69
2199, 328, 691, 44, 136.41
2200, 675, 691, 47, 159.04
2201, 797, 691, 24, 138.62
2202, 1140, 691, 19, 158.05
2203, 61, 692, 12, 156.58
2204, 569, 692, 30, 146.50
2205, 693, 692, 4, 158.75
2206, 717, 692, 12, 161.67
2207, 1106, 692, 28, 156.36
2208, 527, 693, 77, 147.40
2209, 1033, 693, 15, 152.53
2210, 397, 694, 100, 153.67
2211, 316, 695, 15, 151.27
2212, 748, 696, 56, 144.79
2213, 1113, 696, 4, 146.50
2214, 68, 697, 72, 148.08
2215, 721, 697, 4, 155.50
2216, 981, 697, 16, 166.25
2217, 729, 698, 77, 150.82
2218, 826, 698, 11, 148.36
2219, 891, 698, 10, 161.20
2220, 1271, 698, 38, 163.63
2221, 159, 699, 17, 158.41
2222, 257, 699, 15, 151.13
2223, 594, 699, 58, 150.50
2224, 735, 699, 23, 156.57
2225, 788, 699, 10, 142.30
2226, 276, 700, 40, 154.88
2227, 327, 700, 35, 148.23
2228, 1223, 700, 4, 145.50
2229, 78, 701, 59, 148.80
2230, 187, 701, 20, 159.20
2231, 233, 701, 26, 152.19
2232, 1292, 701, 16, 160.94
2233, 1333, 701, 49, 142.41
2234, 351, 702, 13, 145.31
2235, 674, 702, 15, 163.47
2236, 810, 702, 81, 137.31
2237, 112, 703, 4, 154.00
2238, 1042, 703, 59, 131.15
2239, 1285, 703, 9, 161.89
2240, 1324, 703, 24, 158.54
2241, 997, 704, 15, 162.53
2242, 135, 705, 13, 161.00
2243, 162, 705, 22, 161.73
2244, 295, 705, 12, 157.58
2245, 560, 705, 11, 154.73
2246, 964, 705, 27, 162.89
2247, 1126, 705, 70, 158.20
2248, 665, 706, 26, 159.54
2249, 715, 706, 37, 156.68
2250, 895, 706, 4, 157.75
2251, 1051, 706, 10, 157.60
2252, 733, 707, 26, 154.88
2253, 825, 707, 39, 151.08
2254, 525, 708, 26, 162.00
2255, 689, 708, 82, 154.23
2256, 939, 708, 77, 156.65
2257, 237, 709, 4, 149.50
2258, 626, 709, 4, 159.25
2259, 107, 710, 47, 153.32
2260, 349, 710, 4, 139.50
2261, 678, 710, 10, 161.20
2262, 747, 710, 36, 152.89
2263, 857, 710, 38, 165.16
2264, 1245, 710, 10, 158.70
2265, 258, 711, 4, 154.50
2266, 804, 711, 18, 143.00
2267, 909, 711, 48, 153.21
2268, 513, 712, 19, 164.84
2269, 1110, 712, 23, 157.70
2270, 1227, 712, 4, 147.75
2271, 1273, 712, 17, 160.65
2272, 246, 713, 19, 151.84
2273, 322, 713, 53, 149.02
2274, 647, 713, 24, 159.50
2275, 887, 713, 53, 160.49
2276, 1189, 713, 21, 157.86
2277, 357, 714, 12, 150.67
2278, 592, 714, 4, 158.75
2279, 278, 715, 19, 156.42
2280, 412, 715, 4, 146.00
2281, 710, 715, 4, 157.00
2282, 950, 716, 30, 159.50
2283, 1257, 716, 10, 156.80
2284, 535, 717, 4, 158.00
2285, 347, 718, 10, 147.60
2286, 353, 718, 34, 151.50
2287, 520, 718, 33, 161.39
2288, 580, 718, 41, 161.71
2289, 1195, 718, 12, 160.42
2290, 161, 719, 37, 160.70
2291, 238, 719, 4, 151.00
2292, 267, 719, 15, 154.33
2293, 170, 720, 23, 158.22
2294, 594, 720, 28, 150.86
2295, 974, 720, 15, 161.53
2296, 328, 721, 19, 149.21
2297, 749, 721, 25, 157.32
2298, 139, 722, 75, 157.19
2299, 527, 722, 10, 161.80
2300, 702, 722, 43, 157.19
2301, 313, 723, 81, 148.72
2302, 1089, 723, 9, 161.11
2303, 1254, 723, 23, 158.74
2304, 859, 724, 28, 150.96
2305, 37, 725, 52, 152.38
2306, 153, 725, 4, 163.00
2307, 633, 725, 10, 159.50
2308, 723, 725, 55, 157.07
2309, 756, 725, 4, 151.00
2310, 866, 725, 4, 162.50
2311, 673, 726, 72, 152.46
2312, 954, 726, 26, 159.65
2313, 983, 726, 59, 160.22
2314, 117, 727, 36, 154.31
2315, 1088, 727, 13, 158.23
2316, 489, 728, 26, 165.27
2317, 522, 728, 8, 170.00
2318, 853, 728, 4, 160.25
2319, 927, 728, 15, 161.53
2320, 266, 729, 16, 155.88
2321, 410, 729, 15, 152.93
2322, 506, 729, 15, 161.53
2323, 591, 729, 17, 163.00
2324, 742, 729, 27, 157.33
2325, 1105, 729, 4, 156.50
2326, 574, 730, 10, 166.80
2327, 751, 730, 24, 153.79
2328, 999, 730, 51, 172.71
2329, 1012, 730, 23, 160.04
2330, 1319, 730, 4, 157.00
2331, 127, 731, 63, 160.70
2332, 205, 731, 22, 158.41
2333, 1150, 731, 24, 158.08
2334, 1287, 731, 29, 161.07
2335, 844, 732, 31, 162.00
2336, 59, 733, 27, 145.78
2337, 921, 733, 20, 160.65
2338, 1067, 733, 32, 149.50
2339, 1235, 733, 33, 157.58
2340, 48, 734, 9, 150.67
2341, 440, 734, 19, 158.84
2342, 735, 734, 4, 151.75
2343, 338, 735, 36, 146.58
2344, 636, 735, 32, 161.66
2345, 180, 736, 17, 165.35
2346, 213, 736, 52, 151.67
2347, 1325, 736, 36, 149.81
2348, 250, 737, 36, 152.53
2349, 268, 737, 21, 155.86
2350, 1256, 737, 27, 160.56
2351, 99, 739, 100, 148.99
2352, 146, 739, 87, 161.72
2353, 699, 739, 10, 156.60
2354, 802, 739, 29, 151.93
2355, 1008, 739, 15, 162.13
2356, 1243, 739, 62, 156.66
2357, 19, 740, 29, 159.00
2358, 481, 740, 4, 163.00
2359, 489, 740, 39, 163.38
2360, 711, 740, 95, 153.33
2361, 958, 740, 29, 168.17
2362, 273, 741, 18, 157.44
2363, 349, 741, 41, 144.44
2364, 640, 741, 78, 156.83
2365, 856, 741, 10, 157.80
2366, 1052, 741, 17, 158.53
2367, 1340, 741, 9, 161.44
2368, 310, 742, 4, 152.75
2369, 324, 742, 32, 148.34
2370, 661, 742, 10, 156.80
2371, 1078, 742, 15, 155.93
2372, 1228, 742, 77, 161.53
2373, 513, 744, 4, 163.25
2374, 674, 744, 72, 139.58
2375, 705, 744, 19, 155.84
2376, 845, 744, 63, 155.14
2377, 1074, 744, 4, 153.00
2378, 813, 745, 73, 149.11
2379, 1262, 745, 13, 162.08
2380, 698, 746, 15, 159.60
2381, 113, 747, 37, 152.43
2382, 317, 747, 10, 153.30
2383, 588, 747, 13, 161.15
2384, 1115, 747, 78, 151.10
2385, 1245, 747, 28, 160.07
2386, 1087, 748, 17, 158.24
2387, 1292, 748, 20, 158.85
2388, 64, 749, 27, 147.15
2389, 507, 749, 69, 156.19
2390, 962, 749, 30, 168.63
2391, 28, 750, 46, 156.65
2392, 125, 750, 41, 157.44
2393, 272, 750, 92, 151.03
2394, 528, 750, 21, 161.29
2395, 333, 751, 13, 152.54
2396, 620, 751, 16, 160.19
2397, 1008, 751, 30, 164.87
2398, 1278, 751, 95, 150.99
2399, 316, 752, 8, 157.62
2400, 323, 752, 22, 155.82
2401, 854, 752, 15, 160.53
2402, 1241, 752, 35, 164.40
2403, 1259, 752, 17, 162.94
2404, 1338, 752, 35, 160.26
2405, 143, 753, 4, 161.50
2406, 151, 753, 39, 158.56
2407, 632, 753, 12, 161.92
2408, 662, 753, 47, 150.87
2409, 837, 753, 42, 162.60
2410, 1208, 753, 18, 157.72
2411, 242, 754, 81, 145.89
2412, 296, 754, 22, 161.64
2413, 343, 754, 9, 150.44
2414, 924, 754, 70, 148.26
2415, 112, 755, 26, 163.46
2416, 134, 755, 4, 157.75
2417, 708, 755, 21, 159.24
2418, 1314, 755, 22, 160.09
2419, 103, 756, 56, 158.25
2420, 280, 756, 49, 154.71
2421, 334, 756, 21, 154.19
2422, 476, 756, 43, 161.44
2423, 779, 756, 17, 159.35
2424, 831, 756, 11, 166.27
2425, 1233, 756, 21, 162.86
2426, 71, 757, 17, 146.24
2427, 314, 757, 18, 159.61
2428, 644, 757, 52, 150.98
2429, 1143, 757, 12, 160.50
2430, 1193, 757, 47, 146.11
2431, 633, 758, 4, 153.25
2432, 490, 759, 24, 154.50
2433, 417, 760, 96, 148.89
2434, 582, 760, 4, 155.00
2435, 656, 760, 40, 165.45
2436, 1107, 760, 10, 159.10
2437, 305, 761, 46, 157.22
2438, 635, 761, 26, 159.88
2439, 832, 761, 22, 161.55
2440, 14, 762, 24, 159.29
2441, 75, 762, 71, 141.54
2442, 483, 762, 4, 154.00
2443, 543, 762, 24, 152.50
2444, 610, 762, 93, 156.15
2445, 980, 762, 19, 163.58
2446, 1140, 762, 39, 164.26
2447, 233, 763, 23, 152.04
2448, 326, 763, 60, 148.52
2449, 555, 764, 13, 151.77
2450, 777, 764, 4, 144.50
2451, 944, 764, 79, 157.08
2452, 1217, 764, 13, 156.62
2453, 534, 765, 27, 153.56
2454, 749, 765, 73, 155.21
2455, 1307, 765, 28, 153.75
2456, 486, 766, 13, 160.46
2457, 581, 766, 22, 156.59
2458, 1318, 766, 45, 160.89
2459, 372, 767, 8, 147.38
2460, 97, 768, 18, 155.83
2461, 109, 768, 4, 155.50
2462, 177, 768, 42, 138.12
2463, 564, 768, 60, 151.62
2464, 765, 768, 50, 158.42
2465, 331, 769, 49, 155.14
2466, 1290, 769, 33, 152.76
2467, 1018, 770, 4, 159.00
2468, 62, 771, 24, 153.71
2469, 119, 771, 4, 155.25
2470, 190, 771, 4, 153.25
2471, 361, 771, 4, 146.25
2472, 789, 771, 13, 157.15
2473, 1132, 771, 36, 151.28
2474, 262, 772, 22, 151.41
2475, 1141, 772, 79, 153.09
2476, 197, 773, 86, 150.40
2477, 518, 773, 10, 149.20
2478, 524, 773, 30, 154.47
2479, 113, 774, 8, 155.50
2480, 310, 774, 4, 155.00
2481, 718, 774, 42, 155.50
2482, 805, 774, 13, 147.15
2483, 855, 774, 41, 159.32
2484, 1113, 774, 19, 155.42
2485, 35, 775, 53, 153.81
2486, 87, 775, 15, 151.13
2487, 777, 775, 20, 158.50
2488, 1174, 775, 54, 152.35
2489, 267, 776, 26, 158.46
2490, 364, 776, 60, 149.15
2491, 899, 776, 4, 162.50
2492, 1289, 776, 10, 155.20
2493, 829, 777, 44, 158.05
